phenomenon	clause_wo	np_wo	alignment	n_languages	n_pairs	mean_accuracy_strict	bad_parse	bad_parse_rate
5_3_anc_ext_P_marker	svo	ng	nom-acc	8	800	0.987500	25	0.031250
5_3_anc_ext_P_marker	vos	gn	erg-abs	8	800	0.905000	62	0.077500
5_3_anc_ext_P_marker	vos	gn	nom-acc	8	800	0.981250	473	0.591250
5_3_anc_ext_P_marker	vos	ng	erg-abs	8	800	0.977500	0	0.000000
5_3_anc_ext_P_marker	vos	ng	nom-acc	8	800	0.996250	80	0.100000
5_4_anc_ext_gen_marker	sov	gn	erg-abs	8	512	0.642578	0	0.000000
5_4_anc_ext_gen_marker	sov	gn	nom-acc	8	512	0.941406	0	0.000000
5_4_anc_ext_gen_marker	sov	ng	erg-abs	8	512	0.583984	34	0.066406
5_4_anc_ext_gen_marker	sov	ng	nom-acc	8	512	0.824219	40	0.078125
5_4_anc_ext_gen_marker	svo	gn	erg-abs	8	512	0.902344	0	0.000000
5_4_anc_ext_gen_marker	svo	gn	nom-acc	8	512	0.947266	0	0.000000
5_4_anc_ext_gen_marker	svo	ng	erg-abs	8	512	0.718750	26	0.050781
5_4_anc_ext_gen_marker	svo	ng	nom-acc	8	512	0.873047	40	0.078125
5_4_anc_ext_gen_marker	vos	gn	erg-abs	8	512	0.814453	34	0.066406
5_4_anc_ext_gen_marker	vos	gn	nom-acc	8	512	0.783203	40	0.078125
5_4_anc_ext_gen_marker	vos	ng	erg-abs	8	512	0.767578	0	0.000000
5_4_anc_ext_gen_marker	vos	ng	nom-acc	8	512	0.849609	0	0.000000
6_1_anc_omit_S	sov	gn	erg-abs	8	688	0.963663	144	0.209302
6_1_anc_omit_S	sov	gn	nom-acc	8	688	0.997093	8	0.011628
6_1_anc_omit_S	sov	ng	erg-abs	8	688	0.963663	144	0.209302
6_1_anc_omit_S	sov	ng	nom-acc	8	688	0.997093	8	0.011628
6_1_anc_omit_S	svo	gn	erg-abs	8	688	0.954942	144	0.209302
6_1_anc_omit_S	svo	gn	nom-acc	8	688	1.000000	16	0.023256
6_1_anc_omit_S	svo	ng	erg-abs	8	688	0.954942	144	0.209302
6_1_anc_omit_S	svo	ng	nom-acc	8	688	1.000000	8	0.011628
6_1_anc_omit_S	vos	gn	erg-abs	8	688	0.991279	144	0.209302
6_1_anc_omit_S	vos	gn	nom-acc	8	688	0.998547	8	0.011628
6_1_anc_omit_S	vos	ng	erg-abs	8	688	0.986919	144	0.209302
6_1_anc_omit_S	vos	ng	nom-acc	8	688	1.000000	8	0.011628
6_2_anc_omit_A	sov	gn	erg-abs	8	800	0.713750	404	0.505000
6_2_anc_omit_A	sov	gn	nom-acc	8	800	0.888750	4	0.005000
6_2_anc_omit_A	sov	ng	erg-abs	8	800	0.728750	305	0.381250
6_2_anc_omit_A	sov	ng	nom-acc	8	800	0.896250	3	0.003750
6_2_anc_omit_A	svo	gn	erg-abs	8	800	0.577500	101	0.126250
6_2_anc_omit_A	svo	gn	nom-acc	8	800	0.816250	6	0.007500
6_2_anc_omit_A	svo	ng	erg-abs	8	800	0.548750	8	0.010000
6_2_anc_omit_A	svo	ng	nom-acc	8	800	0.800000	0	0.000000
6_2_anc_omit_A	vos	gn	erg-abs	8	800	0.731250	305	0.381250
6_2_anc_omit_A	vos	gn	nom-acc	8	800	0.793750	3	0.003750
6_2_anc_omit_A	vos	ng	erg-abs	8	800	0.680000	404	0.505000
6_2_anc_omit_A	vos	ng	nom-acc	8	800	0.765000	4	0.005000
6_3_anc_omit_P	sov	gn	erg-abs	8	800	0.643750	0	0.000000
6_3_anc_omit_P	sov	gn	nom-acc	8	800	0.940000	400	0.500000
6_3_anc_omit_P	sov	ng	erg-abs	8	800	0.731250	0	0.000000
6_3_anc_omit_P	sov	ng	nom-acc	8	800	0.947500	200	0.250000
6_3_anc_omit_P	svo	gn	erg-abs	8	800	0.661250	0	0.000000
6_3_anc_omit_P	svo	gn	nom-acc	8	800	0.926250	300	0.375000
6_3_anc_omit_P	svo	ng	erg-abs	8	800	0.737500	0	0.000000
6_3_anc_omit_P	svo	ng	nom-acc	8	800	0.961250	100	0.125000
6_3_anc_omit_P	vos	gn	erg-abs	8	800	0.812500	0	0.000000
6_3_anc_omit_P	vos	gn	nom-acc	8	800	0.921250	200	0.250000
6_3_anc_omit_P	vos	ng	erg-abs	8	800	0.731250	0	0.000000
6_3_anc_omit_P	vos	ng	nom-acc	8	800	0.923750	400	0.500000
6_4_anc_omit_A_P	sov	gn	erg-abs	8	800	0.826250	408	0.510000
6_4_anc_omit_A_P	sov	gn	nom-acc	8	800	0.963750	4	0.005000
6_4_anc_omit_A_P	sov	ng	erg-abs	8	800	0.816250	412	0.515000
6_4_anc_omit_A_P	sov	ng	nom-acc	8	800	0.968750	4	0.005000
6_4_anc_omit_A_P	svo	gn	erg-abs	8	800	0.811250	408	0.510000
6_4_anc_omit_A_P	svo	gn	nom-acc	8	800	0.963750	0	0.000000
6_4_anc_omit_A_P	svo	ng	erg-abs	8	800	0.823750	408	0.510000
6_4_anc_omit_A_P	svo	ng	nom-acc	8	800	0.988750	0	0.000000
6_4_anc_omit_A_P	vos	gn	erg-abs	8	800	0.907500	412	0.515000
6_4_anc_omit_A_P	vos	gn	nom-acc	8	800	0.958750	4	0.005000
6_4_anc_omit_A_P	vos	ng	erg-abs	8	800	0.902500	408	0.510000
6_4_anc_omit_A_P	vos	ng	nom-acc	8	800	0.966250	4	0.005000
