group	label	param	source_param_value	target_param_value	fractional_error_mass	share_within_source_param_value
construction_detail	cop_n	np_wo	ng	ng	3861.333333333331	0.4214049256066053
construction_detail	cop_n	strategy_code	ep	ep	758.1666666666666	0.25188261351052066
construction_detail	cop_n	strategy_code	ep	no	791.1666666666667	0.26284606866002236
construction_detail	cop_n	strategy_code	ep	pa	788.1666666666667	0.2618493909191586
construction_detail	cop_n	strategy_code	ep	se	672.5	0.22342192691029916
construction_detail	cop_n	strategy_code	no	ep	1731.083333333333	0.46335206995003536
construction_detail	cop_n	strategy_code	no	no	675.0833333333337	0.18069682369735904
construction_detail	cop_n	strategy_code	no	pa	667.0833333333336	0.17855549607423268
construction_detail	cop_n	strategy_code	no	se	662.75	0.1773956102783725
construction_detail	cop_n	strategy_code	pa	ep	2885.333333333333	0.5864498644986447
construction_detail	cop_n	strategy_code	pa	no	630.3333333333335	0.12811653116531163
construction_detail	cop_n	strategy_code	pa	pa	668.3333333333335	0.135840108401084
construction_detail	cop_n	strategy_code	pa	se	736.0	0.1495934959349593
construction_detail	cop_n	strategy_code	se	ep	2668.5	0.40121786197564213
construction_detail	cop_n	strategy_code	se	no	1602.0000000000011	0.2408660351826791
construction_detail	cop_n	strategy_code	se	pa	1773.5000000000018	0.2666516313336339
construction_detail	cop_n	strategy_code	se	se	606.9999999999999	0.09126447150804375
construction_detail	cv_depth1	alignment_code	ac	ac	8661.999999999995	0.5125747085626357
construction_detail	cv_depth1	alignment_code	ac	er	8236.999999999998	0.4874252914373622
construction_detail	cv_depth1	alignment_code	er	ac	135.0	0.01078360891445003
construction_detail	cv_depth1	alignment_code	er	er	12384.000000000007	0.9892163910855499
construction_detail	cv_depth1	anc_wo	ovs	ovs	316.4166666666667	0.13939060205580042
construction_detail	cv_depth1	anc_wo	ovs	sov	1582.9999999999995	0.6973568281938329
construction_detail	cv_depth1	anc_wo	ovs	svo	42.0	0.01850220264317182
construction_detail	cv_depth1	anc_wo	ovs	vos	328.58333333333337	0.14475036710719544
construction_detail	cv_depth1	anc_wo	sov	ovs	1701.833333333334	0.19676648552819204
construction_detail	cv_depth1	anc_wo	sov	sov	3996.9583333333353	0.4621295332793771
construction_detail	cv_depth1	anc_wo	sov	svo	1021.6666666666669	0.11812540948857281
construction_detail	cv_depth1	anc_wo	sov	vos	1928.541666666666	0.22297857170385765
construction_detail	cv_depth1	anc_wo	svo	ovs	19.416666666666664	0.0024762997916932374
construction_detail	cv_depth1	anc_wo	svo	sov	1514.083333333334	0.1930982442715642
construction_detail	cv_depth1	anc_wo	svo	svo	2887.666666666666	0.36827785571568267
construction_detail	cv_depth1	anc_wo	svo	vos	3419.8333333333353	0.43614760022106075
construction_detail	cv_depth1	anc_wo	vos	ovs	185.83333333333331	0.017436041783949446
construction_detail	cv_depth1	anc_wo	vos	sov	2059.583333333333	0.19324294739475809
construction_detail	cv_depth1	anc_wo	vos	svo	3222.1666666666683	0.30232376305748415
construction_detail	cv_depth1	anc_wo	vos	vos	5190.416666666671	0.48699724776380815
construction_detail	cv_depth1	clause_wo	sov	sov	9470.999999999987	0.9502357780676224
construction_detail	cv_depth1	clause_wo	sov	svo	373.0	0.03742349754188825
construction_detail	cv_depth1	clause_wo	sov	vos	123.0	0.01234072439048862
construction_detail	cv_depth1	clause_wo	svo	sov	129.0	0.01194223291982967
construction_detail	cv_depth1	clause_wo	svo	svo	8963.99999999999	0.8298463247546748
construction_detail	cv_depth1	clause_wo	svo	vos	1709.0	0.1582114423254954
construction_detail	cv_depth1	clause_wo	vos	sov	8.0	0.0009249624234015497
construction_detail	cv_depth1	clause_wo	vos	svo	100.99999999999999	0.011677650595444563
construction_detail	cv_depth1	clause_wo	vos	vos	8539.999999999998	0.9873973869811541
construction_detail	cv_depth1	comp_system_code	b	b	8619.000000000011	0.6686578743211797
construction_detail	cv_depth1	comp_system_code	b	d	4271.000000000005	0.331342125678821
construction_detail	cv_depth1	comp_system_code	d	b	7900.999999999997	0.4780372700871239
construction_detail	cv_depth1	comp_system_code	d	d	8626.999999999996	0.521962729912874
construction_detail	cv_depth1	np_wo	gn	gn	8015.999999999998	0.5276461295418635
construction_detail	cv_depth1	np_wo	gn	ng	7175.999999999993	0.47235387045813493
construction_detail	cv_depth1	np_wo	ng	gn	7497.499999999998	0.5270279769436236
construction_detail	cv_depth1	np_wo	ng	ng	6728.499999999997	0.47297202305637487
construction_detail	cv_depth1	strategy_code	ep	ep	1387.4166666666665	0.2359552154195012
construction_detail	cv_depth1	strategy_code	ep	no	1514.4166666666665	0.25755385487528354
construction_detail	cv_depth1	strategy_code	ep	pa	1571.4166666666665	0.26724773242630395
construction_detail	cv_depth1	strategy_code	ep	se	1406.75	0.23924319727891166
construction_detail	cv_depth1	strategy_code	no	ep	1846.8333333333328	0.2973009229448381
construction_detail	cv_depth1	strategy_code	no	no	1398.3333333333328	0.22510195320884321
construction_detail	cv_depth1	strategy_code	no	pa	1459.3333333333328	0.23492165700794174
construction_detail	cv_depth1	strategy_code	no	se	1507.5	0.24267546683837754
construction_detail	cv_depth1	strategy_code	pa	ep	2404.166666666667	0.31957552394877947
construction_detail	cv_depth1	strategy_code	pa	no	1649.1666666666665	0.2192166245735301
construction_detail	cv_depth1	strategy_code	pa	pa	1666.1666666666665	0.22147636138065493
construction_detail	cv_depth1	strategy_code	pa	se	1803.5	0.23973149009703584
construction_detail	cv_depth1	strategy_code	se	ep	2852.583333333333	0.29099085314019524
construction_detail	cv_depth1	strategy_code	se	no	2555.0833333333326	0.2606430004420416
construction_detail	cv_depth1	strategy_code	se	pa	2646.083333333333	0.26992587303206506
construction_detail	cv_depth1	strategy_code	se	se	1749.25	0.17844027338569832
construction_detail	cv_depth2plus	alignment_code	ac	ac	704.0000000000002	0.34714003944773225
construction_detail	cv_depth2plus	alignment_code	ac	er	1323.9999999999995	0.6528599605522688
construction_detail	cv_depth2plus	alignment_code	er	ac	16.0	0.01975308641975307
construction_detail	cv_depth2plus	alignment_code	er	er	794.0000000000007	0.9802469135802468
construction_detail	cv_depth2plus	anc_wo	ovs	ovs	37.166666666666664	0.12728310502283105
construction_detail	cv_depth2plus	anc_wo	ovs	sov	226.50000000000003	0.7756849315068494
construction_detail	cv_depth2plus	anc_wo	ovs	svo	2.25	0.007705479452054794
construction_detail	cv_depth2plus	anc_wo	ovs	vos	26.083333333333332	0.08932648401826483
construction_detail	cv_depth2plus	anc_wo	sov	ovs	206.66666666666669	0.2517255379618353
construction_detail	cv_depth2plus	anc_wo	sov	sov	400.95833333333337	0.4883779943158752
construction_detail	cv_depth2plus	anc_wo	sov	svo	55.666666666666664	0.06780349167681692
construction_detail	cv_depth2plus	anc_wo	sov	vos	157.70833333333331	0.19209297604547307
construction_detail	cv_depth2plus	anc_wo	svo	ovs	1.5	0.0024711696869851715
construction_detail	cv_depth2plus	anc_wo	svo	sov	110.04166666666666	0.18128775398132882
construction_detail	cv_depth2plus	anc_wo	svo	svo	196.58333333333331	0.32386051619989
construction_detail	cv_depth2plus	anc_wo	svo	vos	298.8749999999999	0.49238056013179526
construction_detail	cv_depth2plus	anc_wo	vos	ovs	20.25	0.018112701252236133
construction_detail	cv_depth2plus	anc_wo	vos	sov	227.87500000000009	0.20382379248658322
construction_detail	cv_depth2plus	anc_wo	vos	svo	313.0	0.2799642218246869
construction_detail	cv_depth2plus	anc_wo	vos	vos	556.8749999999999	0.49809928443649354
construction_detail	cv_depth2plus	clause_wo	sov	sov	1076.9999999999998	0.9773139745916511
construction_detail	cv_depth2plus	clause_wo	sov	svo	20.0	0.018148820326678763
construction_detail	cv_depth2plus	clause_wo	sov	vos	5.0	0.004537205081669691
construction_detail	cv_depth2plus	clause_wo	svo	sov	4.0	0.007619047619047626
construction_detail	cv_depth2plus	clause_wo	svo	svo	426.9999999999999	0.8133333333333338
construction_detail	cv_depth2plus	clause_wo	svo	vos	94.0	0.1790476190476192
construction_detail	cv_depth2plus	clause_wo	vos	svo	10.0	0.00825763831544178
construction_detail	cv_depth2plus	clause_wo	vos	vos	1201.0000000000005	0.9917423616845582
construction_detail	cv_depth2plus	comp_system_code	b	b	1274.9999999999998	0.9586466165413534
construction_detail	cv_depth2plus	comp_system_code	b	d	55.0	0.04135338345864662
construction_detail	cv_depth2plus	comp_system_code	d	b	202.0	0.1339522546419099
construction_detail	cv_depth2plus	comp_system_code	d	d	1306.0000000000002	0.866047745358091
construction_detail	cv_depth2plus	np_wo	gn	gn	716.5000000000005	0.5110556348074187
construction_detail	cv_depth2plus	np_wo	gn	ng	685.5	0.48894436519258233
construction_detail	cv_depth2plus	np_wo	ng	gn	830.5000000000003	0.5783426183844016
construction_detail	cv_depth2plus	np_wo	ng	ng	605.5	0.42165738161559907
construction_detail	cv_depth2plus	strategy_code	ep	ep	109.91666666666669	0.22851697851697855
construction_detail	cv_depth2plus	strategy_code	ep	no	133.91666666666669	0.27841302841302845
construction_detail	cv_depth2plus	strategy_code	ep	pa	127.91666666666667	0.2659390159390159
construction_detail	cv_depth2plus	strategy_code	ep	se	109.25	0.22713097713097713
construction_detail	cv_depth2plus	strategy_code	no	ep	159.41666666666666	0.2877557160048135
construction_detail	cv_depth2plus	strategy_code	no	no	134.91666666666666	0.24353188929001202
construction_detail	cv_depth2plus	strategy_code	no	pa	125.41666666666666	0.2263838748495788
construction_detail	cv_depth2plus	strategy_code	no	se	134.25	0.24232851985559567
construction_detail	cv_depth2plus	strategy_code	pa	ep	228.75000000000003	0.2891908975979771
construction_detail	cv_depth2plus	strategy_code	pa	no	177.75000000000003	0.22471554993678877
construction_detail	cv_depth2plus	strategy_code	pa	pa	195.75000000000003	0.2474715549936788
construction_detail	cv_depth2plus	strategy_code	pa	se	188.75	0.23862199747155485
construction_detail	cv_depth2plus	strategy_code	se	ep	273.1666666666667	0.2699275362318837
construction_detail	cv_depth2plus	strategy_code	se	no	280.1666666666667	0.27684453227931455
construction_detail	cv_depth2plus	strategy_code	se	pa	301.1666666666667	0.297595520421607
construction_detail	cv_depth2plus	strategy_code	se	se	157.5	0.15563241106719347
construction_detail	iv_particle	alignment_code	ac	ac	156.50000000000034	0.49682539682540033
construction_detail	iv_particle	alignment_code	ac	er	158.50000000000043	0.5031746031746069
construction_detail	iv_particle	alignment_code	er	ac	188.9999999999999	0.5558823529411765
construction_detail	iv_particle	alignment_code	er	er	151.0000000000001	0.44411764705882417
construction_detail	iv_particle	anc_wo	ovs	ovs	1.0	0.02777777777777781
construction_detail	iv_particle	anc_wo	ovs	sov	15.083333333333329	0.41898148148148184
construction_detail	iv_particle	anc_wo	ovs	svo	9.916666666666664	0.27546296296296324
construction_detail	iv_particle	anc_wo	ovs	vos	10.0	0.2777777777777781
construction_detail	iv_particle	anc_wo	sov	ovs	31.333333333333357	0.13925925925925997
construction_detail	iv_particle	anc_wo	sov	sov	46.45833333333334	0.2064814814814824
construction_detail	iv_particle	anc_wo	sov	svo	41.29166666666668	0.18351851851851936
construction_detail	iv_particle	anc_wo	sov	vos	105.91666666666673	0.470740740740743
construction_detail	iv_particle	anc_wo	svo	ovs	13.83333333333333	0.07996146435452797
construction_detail	iv_particle	anc_wo	svo	sov	44.5	0.25722543352601174
construction_detail	iv_particle	anc_wo	svo	svo	32.125	0.18569364161849722
construction_detail	iv_particle	anc_wo	svo	vos	82.54166666666667	0.4771194605009637
construction_detail	iv_particle	anc_wo	vos	ovs	4.875	0.02205882352941169
construction_detail	iv_particle	anc_wo	vos	sov	59.41666666666669	0.26885369532428277
construction_detail	iv_particle	anc_wo	vos	svo	70.45833333333337	0.3188159879336341
construction_detail	iv_particle	anc_wo	vos	vos	86.25	0.39027149321266835
construction_detail	iv_particle	clause_wo	sov	sov	94.50000000000004	0.3825910931174113
construction_detail	iv_particle	clause_wo	sov	svo	79.5000000000001	0.3218623481781399
construction_detail	iv_particle	clause_wo	sov	vos	73.0	0.2955465587044551
construction_detail	iv_particle	clause_wo	svo	sov	49.99999999999998	0.1792114695340504
construction_detail	iv_particle	clause_wo	svo	svo	39.0	0.13978494623655938
construction_detail	iv_particle	clause_wo	svo	vos	190.0	0.6810035842293918
construction_detail	iv_particle	clause_wo	vos	sov	16.5	0.12790697674418605
construction_detail	iv_particle	clause_wo	vos	svo	16.5	0.12790697674418605
construction_detail	iv_particle	clause_wo	vos	vos	95.99999999999997	0.7441860465116277
construction_detail	iv_particle	comp_system_code	b	b	165.00000000000009	0.5000000000000008
construction_detail	iv_particle	comp_system_code	b	d	165.00000000000009	0.5000000000000008
construction_detail	iv_particle	comp_system_code	d	b	162.50000000000017	0.5000000000000014
construction_detail	iv_particle	comp_system_code	d	d	162.50000000000017	0.5000000000000014
construction_detail	iv_particle	np_wo	gn	gn	141.0000000000002	0.42598187311178404
construction_detail	iv_particle	np_wo	gn	ng	190.00000000000065	0.5740181268882207
construction_detail	iv_particle	np_wo	ng	gn	190.50000000000034	0.5879629629629646
construction_detail	iv_particle	np_wo	ng	ng	133.50000000000009	0.41203703703703765
construction_detail	iv_particle	strategy_code	ep	ep	37.58333333333334	0.24564270152505435
construction_detail	iv_particle	strategy_code	ep	no	35.58333333333334	0.23257080610021774
construction_detail	iv_particle	strategy_code	ep	pa	40.58333333333334	0.26525054466230924
construction_detail	iv_particle	strategy_code	ep	se	39.25	0.2565359477124181
construction_detail	iv_particle	strategy_code	no	ep	34.916666666666686	0.2548661800486617
construction_detail	iv_particle	strategy_code	no	no	29.916666666666668	0.21836982968369809
construction_detail	iv_particle	strategy_code	no	pa	36.416666666666686	0.2658150851581507
construction_detail	iv_particle	strategy_code	no	se	35.75	0.26094890510948876
construction_detail	iv_particle	strategy_code	pa	ep	36.416666666666664	0.2779898218829519
construction_detail	iv_particle	strategy_code	pa	no	28.41666666666666	0.21692111959287547
construction_detail	iv_particle	strategy_code	pa	pa	33.91666666666664	0.25890585241730285
construction_detail	iv_particle	strategy_code	pa	se	32.25	0.24618320610687044
construction_detail	iv_particle	strategy_code	se	ep	68.00000000000006	0.29059829059828973
construction_detail	iv_particle	strategy_code	se	no	63.000000000000064	0.26923076923076844
construction_detail	iv_particle	strategy_code	se	pa	69.00000000000007	0.29487179487179405
construction_detail	iv_particle	strategy_code	se	se	34.0	0.14529914529914473
construction_detail	iv_plain	alignment_code	ac	ac	2059.3684210526317	0.5206999800385905
construction_detail	iv_plain	alignment_code	ac	er	1895.6315789473674	0.47930001996140625
construction_detail	iv_plain	alignment_code	er	ac	2625.868421052639	0.5407472036764095
construction_detail	iv_plain	alignment_code	er	er	2230.1315789473747	0.4592527963235954
construction_detail	iv_plain	anc_wo	ovs	ovs	12.0	0.017391304347826042
construction_detail	iv_plain	anc_wo	ovs	sov	199.25000000000023	0.28876811594202856
construction_detail	iv_plain	anc_wo	ovs	svo	205.0000000000001	0.2971014492753617
construction_detail	iv_plain	anc_wo	ovs	vos	273.75	0.39673913043478154
construction_detail	iv_plain	anc_wo	sov	ovs	233.27499999999984	0.0817934782608691
construction_detail	iv_plain	anc_wo	sov	sov	531.9276315789459	0.18651038975418768
construction_detail	iv_plain	anc_wo	sov	svo	651.3223684210527	0.22837390197091498
construction_detail	iv_plain	anc_wo	sov	vos	1435.4749999999963	0.5033222300140214
construction_detail	iv_plain	anc_wo	svo	ovs	107.20833333333333	0.04235809298037656
construction_detail	iv_plain	anc_wo	svo	sov	484.2368421052631	0.19132233982823466
construction_detail	iv_plain	anc_wo	svo	svo	561.1381578947365	0.22170610742581395
construction_detail	iv_plain	anc_wo	svo	vos	1378.4166666666624	0.5446134597655705
construction_detail	iv_plain	anc_wo	vos	ovs	41.82500000000001	0.015275748721694725
construction_detail	iv_plain	anc_wo	vos	sov	559.2916666666666	0.20427014852690598
construction_detail	iv_plain	anc_wo	vos	svo	801.0833333333318	0.29257974190406666
construction_detail	iv_plain	anc_wo	vos	vos	1335.7999999999993	0.48787436084733526
construction_detail	iv_plain	clause_wo	sov	sov	784.6263157894748	0.235694297323362
construction_detail	iv_plain	clause_wo	sov	svo	762.3736842105276	0.22900981802659207
construction_detail	iv_plain	clause_wo	sov	vos	1781.999999999999	0.535295884650043
construction_detail	iv_plain	clause_wo	svo	sov	387.7342105263166	0.09174969487134799
construction_detail	iv_plain	clause_wo	svo	svo	363.265789473685	0.08595972301790937
construction_detail	iv_plain	clause_wo	svo	vos	3475.0000000000005	0.8222905821107431
construction_detail	iv_plain	clause_wo	vos	sov	183.5	0.14609872611465027
construction_detail	iv_plain	clause_wo	vos	svo	182.5	0.14530254777070123
construction_detail	iv_plain	clause_wo	vos	vos	890.0000000000002	0.7085987261146527
construction_detail	iv_plain	comp_system_code	b	b	2103.631578947374	0.4993191499993791
construction_detail	iv_plain	comp_system_code	b	d	2109.3684210526367	0.5006808500006283
construction_detail	iv_plain	comp_system_code	d	b	2297.3815789473665	0.49964801629999195
construction_detail	iv_plain	comp_system_code	d	d	2300.61842105263	0.5003519837000057
construction_detail	iv_plain	np_wo	gn	gn	2089.4999999999905	0.47113866967305196
construction_detail	iv_plain	np_wo	gn	ng	2345.499999999998	0.528861330326943
construction_detail	iv_plain	np_wo	ng	gn	2368.7500000000014	0.5413048446069496
construction_detail	iv_plain	np_wo	ng	ng	2007.2499999999957	0.45869515539305405
construction_detail	iv_plain	strategy_code	ep	ep	437.97280701754426	0.22811083698830456
construction_detail	iv_plain	strategy_code	ep	no	440.3885964912286	0.22936906067251517
construction_detail	iv_plain	strategy_code	ep	pa	513.8885964912286	0.2676503106725152
construction_detail	iv_plain	strategy_code	ep	se	527.75	0.274869791666667
construction_detail	iv_plain	strategy_code	no	ep	531.666666666667	0.25560897435897384
construction_detail	iv_plain	strategy_code	no	no	457.66666666666697	0.22003205128205086
construction_detail	iv_plain	strategy_code	no	pa	534.1666666666671	0.25681089743589697
construction_detail	iv_plain	strategy_code	no	se	556.5	0.2675480769230762
construction_detail	iv_plain	strategy_code	pa	ep	515.3333333333334	0.25935245764133524
construction_detail	iv_plain	strategy_code	pa	no	427.8333333333336	0.2153162221103842
construction_detail	iv_plain	strategy_code	pa	pa	510.83333333333337	0.2570877369568863
construction_detail	iv_plain	strategy_code	pa	se	533.0	0.2682435832913939
construction_detail	iv_plain	strategy_code	se	ep	755.0728070175442	0.2673770563093285
construction_detail	iv_plain	strategy_code	se	no	709.088596491228	0.2510936956413695
construction_detail	iv_plain	strategy_code	se	pa	801.0885964912276	0.2836715993240889
construction_detail	iv_plain	strategy_code	se	se	558.75	0.19785764872521233
construction_detail	tv_indirect_obj	alignment_code	ac	ac	2.0	1.0
construction_detail	tv_indirect_obj	alignment_code	er	ac	2.0	1.0
construction_detail	tv_indirect_obj	anc_wo	ovs	ovs	0.5	0.5
construction_detail	tv_indirect_obj	anc_wo	ovs	sov	0.25	0.25
construction_detail	tv_indirect_obj	anc_wo	ovs	vos	0.25	0.25
construction_detail	tv_indirect_obj	anc_wo	sov	sov	2.25	0.75
construction_detail	tv_indirect_obj	anc_wo	sov	svo	0.5	0.16666666666666666
construction_detail	tv_indirect_obj	anc_wo	sov	vos	0.25	0.08333333333333333
construction_detail	tv_indirect_obj	clause_wo	sov	sov	3.0	0.75
construction_detail	tv_indirect_obj	clause_wo	sov	vos	1.0	0.25
construction_detail	tv_indirect_obj	comp_system_code	b	b	0.5	0.5
construction_detail	tv_indirect_obj	comp_system_code	b	d	0.5	0.5
construction_detail	tv_indirect_obj	comp_system_code	d	b	1.5	0.5
construction_detail	tv_indirect_obj	comp_system_code	d	d	1.5	0.5
construction_detail	tv_indirect_obj	np_wo	gn	gn	1.0	1.0
construction_detail	tv_indirect_obj	np_wo	ng	gn	2.0	0.6666666666666666
construction_detail	tv_indirect_obj	np_wo	ng	ng	1.0	0.3333333333333333
construction_detail	tv_indirect_obj	strategy_code	no	ep	0.25	0.25
construction_detail	tv_indirect_obj	strategy_code	no	no	0.25	0.25
construction_detail	tv_indirect_obj	strategy_code	no	pa	0.25	0.25
construction_detail	tv_indirect_obj	strategy_code	no	se	0.25	0.25
construction_detail	tv_indirect_obj	strategy_code	pa	ep	0.25	0.25
construction_detail	tv_indirect_obj	strategy_code	pa	no	0.25	0.25
construction_detail	tv_indirect_obj	strategy_code	pa	pa	0.25	0.25
construction_detail	tv_indirect_obj	strategy_code	pa	se	0.25	0.25
construction_detail	tv_indirect_obj	strategy_code	se	ep	0.5	0.25
construction_detail	tv_indirect_obj	strategy_code	se	no	0.5	0.25
construction_detail	tv_indirect_obj	strategy_code	se	pa	0.5	0.25
construction_detail	tv_indirect_obj	strategy_code	se	se	0.5	0.25
construction_detail	tv_particle	alignment_code	ac	ac	473.9999999999988	0.9404761904761907
construction_detail	tv_particle	alignment_code	ac	er	30.0	0.05952380952380969
construction_detail	tv_particle	alignment_code	er	ac	35.00000000000001	0.05982905982905989
construction_detail	tv_particle	alignment_code	er	er	549.9999999999998	0.9401709401709405
construction_detail	tv_particle	anc_wo	ovs	ovs	1.5	0.019230769230769235
construction_detail	tv_particle	anc_wo	ovs	sov	64.99999999999999	0.8333333333333333
construction_detail	tv_particle	anc_wo	ovs	svo	0.25	0.003205128205128206
construction_detail	tv_particle	anc_wo	ovs	vos	11.25	0.14423076923076925
construction_detail	tv_particle	anc_wo	sov	ovs	118.33333333333336	0.3041988003427588
construction_detail	tv_particle	anc_wo	sov	sov	168.25000000000014	0.4325192802056553
construction_detail	tv_particle	anc_wo	sov	svo	12.0	0.030848329048843142
construction_detail	tv_particle	anc_wo	sov	vos	90.41666666666671	0.23243359040274186
construction_detail	tv_particle	anc_wo	svo	ovs	1.0	0.004629629629629629
construction_detail	tv_particle	anc_wo	svo	sov	74.91666666666666	0.3468364197530864
construction_detail	tv_particle	anc_wo	svo	svo	49.333333333333314	0.22839506172839497
construction_detail	tv_particle	anc_wo	svo	vos	90.75	0.4201388888888889
construction_detail	tv_particle	anc_wo	vos	ovs	10.5	0.025862068965517203
construction_detail	tv_particle	anc_wo	vos	sov	102.08333333333334	0.251436781609195
construction_detail	tv_particle	anc_wo	vos	svo	125.16666666666673	0.3082922824302131
construction_detail	tv_particle	anc_wo	vos	vos	168.24999999999997	0.4144088669950732
construction_detail	tv_particle	clause_wo	sov	sov	462.00000000000057	0.9850746268656712
construction_detail	tv_particle	clause_wo	sov	vos	7.0	0.014925373134328334
construction_detail	tv_particle	clause_wo	svo	sov	14.0	0.06999999999999999
construction_detail	tv_particle	clause_wo	svo	svo	171.99999999999994	0.8599999999999995
construction_detail	tv_particle	clause_wo	svo	vos	14.0	0.06999999999999999
construction_detail	tv_particle	clause_wo	vos	sov	8.0	0.01904761904761903
construction_detail	tv_particle	clause_wo	vos	svo	9.0	0.021428571428571408
construction_detail	tv_particle	clause_wo	vos	vos	403.00000000000057	0.95952380952381
construction_detail	tv_particle	comp_system_code	b	b	269.00000000000017	0.500000000000001
construction_detail	tv_particle	comp_system_code	b	d	269.00000000000017	0.500000000000001
construction_detail	tv_particle	comp_system_code	d	b	275.50000000000017	0.500000000000001
construction_detail	tv_particle	comp_system_code	d	d	275.50000000000017	0.500000000000001
construction_detail	tv_particle	np_wo	gn	gn	260.0	0.47882136279926296
construction_detail	tv_particle	np_wo	gn	ng	283.0000000000001	0.5211786372007364
construction_detail	tv_particle	np_wo	ng	gn	329.50000000000057	0.6034798534798561
construction_detail	tv_particle	np_wo	ng	ng	216.50000000000014	0.39652014652014783
construction_detail	tv_particle	strategy_code	ep	ep	45.666666666666686	0.24035087719298234
construction_detail	tv_particle	strategy_code	ep	no	51.166666666666686	0.2692982456140349
construction_detail	tv_particle	strategy_code	ep	pa	55.666666666666686	0.29298245614035073
construction_detail	tv_particle	strategy_code	ep	se	37.5	0.19736842105263142
construction_detail	tv_particle	strategy_code	no	ep	82.0	0.4385026737967914
construction_detail	tv_particle	strategy_code	no	no	36.999999999999986	0.19786096256684485
construction_detail	tv_particle	strategy_code	no	pa	35.999999999999986	0.19251336898395716
construction_detail	tv_particle	strategy_code	no	se	32.0	0.1711229946524064
construction_detail	tv_particle	strategy_code	pa	ep	117.41666666666669	0.5172540381791486
construction_detail	tv_particle	strategy_code	pa	no	36.41666666666666	0.16042584434654922
construction_detail	tv_particle	strategy_code	pa	pa	37.41666666666666	0.16483113069016156
construction_detail	tv_particle	strategy_code	pa	se	35.75	0.15748898678414103
construction_detail	tv_particle	strategy_code	se	ep	164.75000000000006	0.3396907216494849
construction_detail	tv_particle	strategy_code	se	no	128.74999999999997	0.2654639175257733
construction_detail	tv_particle	strategy_code	se	pa	150.75000000000009	0.31082474226804163
construction_detail	tv_particle	strategy_code	se	se	40.75	0.0840206185567011
construction_detail	tv_plain_obj	alignment_code	ac	ac	11462.999999999965	0.8668985857974751
construction_detail	tv_plain_obj	alignment_code	ac	er	1760.0000000000016	0.13310141420252658
construction_detail	tv_plain_obj	alignment_code	er	ac	1618.0000000000023	0.10425929505767148
construction_detail	tv_plain_obj	alignment_code	er	er	13901.000000000005	0.8957407049423299
construction_detail	tv_plain_obj	anc_wo	ovs	ovs	103.99999999999997	0.04122076892588188
construction_detail	tv_plain_obj	anc_wo	ovs	sov	1845.9166666666672	0.7316356189721235
construction_detail	tv_plain_obj	anc_wo	ovs	svo	38.83333333333333	0.015391729422645
construction_detail	tv_plain_obj	anc_wo	ovs	vos	534.2499999999998	0.21175188267934994
construction_detail	tv_plain_obj	anc_wo	sov	ovs	2743.7499999999973	0.2735270660951055
construction_detail	tv_plain_obj	anc_wo	sov	sov	4436.375000000002	0.4422664739308157
construction_detail	tv_plain_obj	anc_wo	sov	svo	368.25	0.03671119529458687
construction_detail	tv_plain_obj	anc_wo	sov	vos	2482.6249999999986	0.247495264679494
construction_detail	tv_plain_obj	anc_wo	svo	ovs	127.25	0.019698142414860686
construction_detail	tv_plain_obj	anc_wo	svo	sov	2409.2083333333353	0.37294246646026874
construction_detail	tv_plain_obj	anc_wo	svo	svo	1246.1666666666636	0.1929050567595455
construction_detail	tv_plain_obj	anc_wo	svo	vos	2677.3750000000027	0.41445433436532564
construction_detail	tv_plain_obj	anc_wo	vos	ovs	238.7499999999996	0.024542557565789436
construction_detail	tv_plain_obj	anc_wo	vos	sov	2523.541666666667	0.2594101219846492
construction_detail	tv_plain_obj	anc_wo	vos	svo	2565.8333333333326	0.26375753837719296
construction_detail	tv_plain_obj	anc_wo	vos	vos	4399.874999999996	0.45228978207236814
construction_detail	tv_plain_obj	clause_wo	sov	sov	12053.999999999993	0.9582637729549258
construction_detail	tv_plain_obj	clause_wo	sov	svo	102.0	0.00810875268304318
construction_detail	tv_plain_obj	clause_wo	sov	vos	422.99999999999994	0.033627474362032006
construction_detail	tv_plain_obj	clause_wo	svo	sov	742.9999999999994	0.11379996936743744
construction_detail	tv_plain_obj	clause_wo	svo	svo	4789.000000000004	0.7334967069995406
construction_detail	tv_plain_obj	clause_wo	svo	vos	996.9999999999998	0.15270332363302178
construction_detail	tv_plain_obj	clause_wo	vos	sov	167.99999999999991	0.01743823956819594
construction_detail	tv_plain_obj	clause_wo	vos	svo	216.9999999999999	0.022524392775586422
construction_detail	tv_plain_obj	clause_wo	vos	vos	9249.000000000004	0.9600373676562167
construction_detail	tv_plain_obj	comp_system_code	b	b	7060.499999999994	0.49999999999999895
construction_detail	tv_plain_obj	comp_system_code	b	d	7060.499999999994	0.49999999999999895
construction_detail	tv_plain_obj	comp_system_code	d	b	7310.5000000000155	0.5000000000000036
construction_detail	tv_plain_obj	comp_system_code	d	d	7310.5000000000155	0.5000000000000036
construction_detail	tv_plain_obj	np_wo	gn	gn	7201.999999999999	0.4887350705754621
construction_detail	tv_plain_obj	np_wo	gn	ng	7534.00000000001	0.5112649294245399
construction_detail	tv_plain_obj	np_wo	ng	gn	7810.000000000004	0.5576181636441548
construction_detail	tv_plain_obj	np_wo	ng	ng	6196.000000000013	0.44238183635585004
